Plate ID	Barcode	Well ID	Read 1:650	Read 2:750	Reading Date/Time	Well
plate_01	01	SPL1	0.081	0.084	04/04/2022 14:40:32	A1
plate_01	01	SPL2	0.078	0.081	04/04/2022 14:40:32	B1
plate_01	01	SPL3	0.079	0.082	04/04/2022 14:40:32	C1
plate_01	01	SPL4	0.079	0.081	04/04/2022 14:40:32	D1
plate_01	01	SPL5	0.081	0.084	04/04/2022 14:40:32	E1
plate_01	01	SPL6	0.080	0.082	04/04/2022 14:40:32	F1
plate_01	01	SPL7	0.081	0.083	04/04/2022 14:40:32	G1
plate_01	01	SPL8	0.082	0.084	04/04/2022 14:40:32	H1
plate_01	01	SPL9	0.078	0.081	04/04/2022 14:40:32	A2
plate_01	01	SPL10	0.080	0.082	04/04/2022 14:40:32	B2
plate_01	01	SPL11	0.080	0.083	04/04/2022 14:40:32	C2
plate_01	01	SPL12	0.079	0.082	04/04/2022 14:40:32	D2
plate_01	01	SPL13	0.081	0.084	04/04/2022 14:40:32	E2
plate_01	01	SPL14	0.078	0.081	04/04/2022 14:40:32	F2
plate_01	01	SPL15	0.079	0.082	04/04/2022 14:40:32	G2
plate_01	01	SPL16	0.079	0.082	04/04/2022 14:40:32	H2
plate_01	01	SPL17	0.077	0.080	04/04/2022 14:40:32	A3
plate_01	01	SPL18	0.078	0.081	04/04/2022 14:40:32	B3
plate_01	01	SPL19	0.077	0.080	04/04/2022 14:40:32	C3
plate_01	01	SPL20	0.081	0.083	04/04/2022 14:40:32	D3
plate_01	01	SPL21	0.080	0.083	04/04/2022 14:40:32	E3
plate_01	01	SPL22	0.078	0.080	04/04/2022 14:40:32	F3
plate_01	01	SPL23	0.078	0.081	04/04/2022 14:40:32	G3
plate_01	01	SPL24	0.080	0.082	04/04/2022 14:40:32	H3
plate_01	01	SPL25	0.079	0.081	04/04/2022 14:40:32	A4
plate_01	01	SPL26	0.081	0.084	04/04/2022 14:40:32	B4
plate_01	01	SPL27	0.079	0.082	04/04/2022 14:40:32	C4
plate_01	01	SPL28	0.078	0.080	04/04/2022 14:40:32	D4
plate_01	01	SPL29	0.078	0.081	04/04/2022 14:40:32	E4
plate_01	01	SPL30	0.077	0.080	04/04/2022 14:40:32	F4
plate_01	01	SPL31	0.078	0.082	04/04/2022 14:40:32	G4
plate_01	01	SPL32	0.080	0.083	04/04/2022 14:40:32	H4
plate_01	01	SPL33	0.078	0.080	04/04/2022 14:40:32	A5
plate_01	01	SPL34	0.078	0.080	04/04/2022 14:40:32	B5
plate_01	01	SPL35	0.077	0.080	04/04/2022 14:40:32	C5
plate_01	01	SPL36	0.078	0.080	04/04/2022 14:40:32	D5
plate_01	01	SPL37	0.080	0.083	04/04/2022 14:40:32	E5
plate_01	01	SPL38	0.082	0.082	04/04/2022 14:40:32	F5
plate_01	01	SPL39	0.078	0.080	04/04/2022 14:40:32	G5
plate_01	01	SPL40	0.080	0.082	04/04/2022 14:40:32	H5
plate_01	01	SPL41	0.077	0.080	04/04/2022 14:40:32	A6
plate_01	01	SPL42	0.078	0.081	04/04/2022 14:40:32	B6
plate_01	01	SPL43	0.078	0.081	04/04/2022 14:40:32	C6
plate_01	01	SPL44	0.076	0.079	04/04/2022 14:40:32	D6
plate_01	01	SPL45	0.078	0.081	04/04/2022 14:40:32	E6
plate_01	01	SPL46	0.077	0.080	04/04/2022 14:40:32	F6
plate_01	01	SPL47	0.078	0.081	04/04/2022 14:40:32	G6
plate_01	01	SPL48	0.081	0.082	04/04/2022 14:40:32	H6
plate_01	01	SPL49	0.079	0.081	04/04/2022 14:40:32	A7
plate_01	01	SPL50	0.077	0.080	04/04/2022 14:40:32	B7
plate_01	01	SPL51	0.080	0.083	04/04/2022 14:40:32	C7
plate_01	01	SPL52	0.077	0.080	04/04/2022 14:40:32	D7
