Plate ID	Barcode	Well ID	Read 1:650	Read 2:750	Reading Date/Time	Well
plate_06	06	SPL1	0.081	0.079	07/04/2022 10:54:50	A1
plate_06	06	SPL2	0.082	0.081	07/04/2022 10:54:50	B1
plate_06	06	SPL3	0.084	0.084	07/04/2022 10:54:50	C1
plate_06	06	SPL4	0.084	0.083	07/04/2022 10:54:50	D1
plate_06	06	SPL5	0.083	0.083	07/04/2022 10:54:50	E1
plate_06	06	SPL6	0.084	0.084	07/04/2022 10:54:50	F1
plate_06	06	SPL7	0.083	0.083	07/04/2022 10:54:50	G1
plate_06	06	SPL8	0.086	0.085	07/04/2022 10:54:50	H1
plate_06	06	SPL9	0.085	0.085	07/04/2022 10:54:50	A2
plate_06	06	SPL10	0.429	0.356	07/04/2022 10:54:50	B2
plate_06	06	SPL11	0.544	0.445	07/04/2022 10:54:50	C2
plate_06	06	SPL12	0.574	0.468	07/04/2022 10:54:50	D2
plate_06	06	SPL13	0.544	0.440	07/04/2022 10:54:50	E2
plate_06	06	SPL14	0.557	0.444	07/04/2022 10:54:50	F2
plate_06	06	SPL15	0.552	0.461	07/04/2022 10:54:50	G2
plate_06	06	SPL16	0.086	0.085	07/04/2022 10:54:50	H2
plate_06	06	SPL17	0.080	0.080	07/04/2022 10:54:50	A3
plate_06	06	SPL18	0.203	0.160	07/04/2022 10:54:50	B3
plate_06	06	SPL19	0.238	0.187	07/04/2022 10:54:50	C3
plate_06	06	SPL20	0.212	0.168	07/04/2022 10:54:50	D3
plate_06	06	SPL21	0.213	0.170	07/04/2022 10:54:50	E3
plate_06	06	SPL22	0.227	0.173	07/04/2022 10:54:50	F3
plate_06	06	SPL23	0.081	0.083	07/04/2022 10:54:50	G3
plate_06	06	SPL24	0.083	0.083	07/04/2022 10:54:50	H3
plate_06	06	SPL25	0.083	0.083	07/04/2022 10:54:50	A4
plate_06	06	SPL26	0.524	0.417	07/04/2022 10:54:50	B4
plate_06	06	SPL27	0.432	0.358	07/04/2022 10:54:50	C4
plate_06	06	SPL28	0.501	0.407	07/04/2022 10:54:50	D4
plate_06	06	SPL29	0.412	0.326	07/04/2022 10:54:50	E4
plate_06	06	SPL30	0.434	0.346	07/04/2022 10:54:50	F4
plate_06	06	SPL31	0.502	0.415	07/04/2022 10:54:50	G4
plate_06	06	SPL32	0.083	0.084	07/04/2022 10:54:50	H4
plate_06	06	SPL33	0.081	0.081	07/04/2022 10:54:50	A5
plate_06	06	SPL34	0.185	0.148	07/04/2022 10:54:50	B5
plate_06	06	SPL35	0.186	0.151	07/04/2022 10:54:50	C5
