Plate ID	Barcode	Well ID	Read 1:650	Read 2:750	Reading Date/Time	Well
plate_01	01	SPL1	0.084	0.083	05/04/2022 21:13:49	A1
plate_01	01	SPL2	0.080	0.082	05/04/2022 21:13:49	B1
plate_01	01	SPL3	0.082	0.083	05/04/2022 21:13:49	C1
plate_01	01	SPL4	0.081	0.082	05/04/2022 21:13:49	D1
plate_01	01	SPL5	0.082	0.083	05/04/2022 21:13:49	E1
plate_01	01	SPL6	0.082	0.082	05/04/2022 21:13:49	F1
plate_01	01	SPL7	0.085	0.085	05/04/2022 21:13:49	G1
plate_01	01	SPL8	0.087	0.087	05/04/2022 21:13:49	H1
plate_01	01	SPL9	0.080	0.081	05/04/2022 21:13:49	A2
plate_01	01	SPL10	0.119	0.112	05/04/2022 21:13:49	B2
plate_01	01	SPL11	0.098	0.096	05/04/2022 21:13:49	C2
plate_01	01	SPL12	0.099	0.094	05/04/2022 21:13:49	D2
plate_01	01	SPL13	0.129	0.123	05/04/2022 21:13:49	E2
plate_01	01	SPL14	0.097	0.094	05/04/2022 21:13:49	F2
plate_01	01	SPL15	0.089	0.090	05/04/2022 21:13:49	G2
plate_01	01	SPL16	0.082	0.083	05/04/2022 21:13:49	H2
plate_01	01	SPL17	0.079	0.080	05/04/2022 21:13:49	A3
plate_01	01	SPL18	0.110	0.109	05/04/2022 21:13:49	B3
plate_01	01	SPL19	0.090	0.091	05/04/2022 21:13:49	C3
plate_01	01	SPL20	0.090	0.090	05/04/2022 21:13:49	D3
plate_01	01	SPL21	0.103	0.097	05/04/2022 21:13:49	E3
plate_01	01	SPL22	0.089	0.086	05/04/2022 21:13:49	F3
plate_01	01	SPL23	0.088	0.087	05/04/2022 21:13:49	G3
plate_01	01	SPL24	0.084	0.085	05/04/2022 21:13:49	H3
plate_01	01	SPL25	0.080	0.082	05/04/2022 21:13:49	A4
plate_01	01	SPL26	0.142	0.123	05/04/2022 21:13:49	B4
plate_01	01	SPL27	0.136	0.123	05/04/2022 21:13:49	C4
plate_01	01	SPL28	0.092	0.089	05/04/2022 21:13:49	D4
plate_01	01	SPL29	0.149	0.125	05/04/2022 21:13:49	E4
plate_01	01	SPL30	0.093	0.093	05/04/2022 21:13:49	F4
plate_01	01	SPL31	0.100	0.097	05/04/2022 21:13:49	G4
plate_01	01	SPL32	0.083	0.084	05/04/2022 21:13:49	H4
plate_01	01	SPL33	0.080	0.081	05/04/2022 21:13:49	A5
plate_01	01	SPL34	0.119	0.106	05/04/2022 21:13:49	B5
plate_01	01	SPL35	0.084	0.085	05/04/2022 21:13:49	C5
plate_01	01	SPL36	0.083	0.083	05/04/2022 21:13:49	D5
plate_01	01	SPL37	0.093	0.092	05/04/2022 21:13:49	E5
plate_01	01	SPL38	0.129	0.115	05/04/2022 21:13:49	F5
plate_01	01	SPL39	0.091	0.092	05/04/2022 21:13:49	G5
plate_01	01	SPL40	0.083	0.085	05/04/2022 21:13:49	H5
plate_01	01	SPL41	0.079	0.081	05/04/2022 21:13:49	A6
plate_01	01	SPL42	0.108	0.100	05/04/2022 21:13:49	B6
plate_01	01	SPL43	0.096	0.093	05/04/2022 21:13:49	C6
plate_01	01	SPL44	0.093	0.085	05/04/2022 21:13:49	D6
plate_01	01	SPL45	0.132	0.120	05/04/2022 21:13:49	E6
plate_01	01	SPL46	0.111	0.102	05/04/2022 21:13:49	F6
plate_01	01	SPL47	0.098	0.094	05/04/2022 21:13:49	G6
plate_01	01	SPL48	0.086	0.086	05/04/2022 21:13:49	H6
plate_01	01	SPL49	0.082	0.083	05/04/2022 21:13:49	A7
plate_01	01	SPL50	0.091	0.090	05/04/2022 21:13:49	B7
plate_01	01	SPL51	0.088	0.088	05/04/2022 21:13:49	C7
plate_01	01	SPL52	0.084	0.084	05/04/2022 21:13:49	D7
plate_01	01	SPL53	0.097	0.093	05/04/2022 21:13:49	E7
plate_01	01	SPL54	0.088	0.086	05/04/2022 21:13:49	F7
plate_01	01	SPL55	0.090	0.088	05/04/2022 21:13:49	G7
plate_01	01	SPL56	0.083	0.085	05/04/2022 21:13:49	H7
plate_01	01	SPL57	0.081	0.082	05/04/2022 21:13:49	A8
plate_01	01	SPL58	0.202	0.153	05/04/2022 21:13:49	B8
plate_01	01	SPL59	0.106	0.097	05/04/2022 21:13:49	C8
plate_01	01	SPL60	0.085	0.085	05/04/2022 21:13:49	D8
plate_01	01	SPL61	0.138	0.125	05/04/2022 21:13:49	E8
plate_01	01	SPL62	0.139	0.126	05/04/2022 21:13:49	F8
plate_01	01	SPL63	0.120	0.100	05/04/2022 21:13:49	G8
plate_01	01	SPL64	0.081	0.083	05/04/2022 21:13:49	H8
plate_01	01	SPL65	0.080	0.081	05/04/2022 21:13:49	A9
plate_01	01	SPL66	0.110	0.100	05/04/2022 21:13:49	B9
plate_01	01	SPL67	0.086	0.086	05/04/2022 21:13:49	C9
plate_01	01	SPL68	0.082	0.083	05/04/2022 21:13:49	D9
plate_01	01	SPL69	0.119	0.099	05/04/2022 21:13:49	E9
plate_01	01	SPL70	0.096	0.090	05/04/2022 21:13:49	F9
plate_01	01	SPL71	0.083	0.084	05/04/2022 21:13:49	G9
plate_01	01	SPL72	0.082	0.083	05/04/2022 21:13:49	H9
plate_01	01	SPL73	0.081	0.082	05/04/2022 21:13:49	A10
plate_01	01	SPL74	0.126	0.117	05/04/2022 21:13:49	B10
plate_01	01	SPL75	0.123	0.113	05/04/2022 21:13:49	C10
plate_01	01	SPL76	0.117	0.108	05/04/2022 21:13:49	D10
plate_01	01	SPL77	0.125	0.113	05/04/2022 21:13:49	E10
plate_01	01	SPL78	0.119	0.110	05/04/2022 21:13:49	F10
plate_01	01	SPL79	0.092	0.093	05/04/2022 21:13:49	G10
plate_01	01	SPL80	0.082	0.083	05/04/2022 21:13:49	H10
plate_01	01	SPL81	0.080	0.081	05/04/2022 21:13:49	A11
plate_01	01	SPL82	0.119	0.106	05/04/2022 21:13:49	B11
plate_01	01	SPL83	0.098	0.093	05/04/2022 21:13:49	C11
plate_01	01	SPL84	0.106	0.099	05/04/2022 21:13:49	D11
plate_01	01	SPL85	0.105	0.098	05/04/2022 21:13:49	E11
plate_01	01	SPL86	0.096	0.093	05/04/2022 21:13:49	F11
plate_01	01	SPL87	0.087	0.085	05/04/2022 21:13:49	G11
plate_01	01	SPL88	0.082	0.082	05/04/2022 21:13:49	H11
plate_01	01	SPL89	0.078	0.079	05/04/2022 21:13:49	A12
plate_01	01	SPL90	0.081	0.082	05/04/2022 21:13:49	B12
plate_01	01	SPL91	0.080	0.082	05/04/2022 21:13:49	C12
plate_01	01	SPL92	0.082	0.084	05/04/2022 21:13:49	D12
plate_01	01	SPL93	0.080	0.081	05/04/2022 21:13:49	E12
plate_01	01	SPL94	0.080	0.081	05/04/2022 21:13:49	F12
plate_01	01	SPL95	0.080	0.082	05/04/2022 21:13:49	G12
plate_01	01	SPL96	0.081	0.083	05/04/2022 21:13:49	H12

Plate ID	Barcode	Well ID	Read 1:650	Read 2:750	Reading Date/Time	Well
plate_02	02	SPL1	0.081	0.082	05/04/2022 21:14:53	A1
plate_02	02	SPL2	0.080	0.082	05/04/2022 21:14:53	B1
plate_02	02	SPL3	0.081	0.082	05/04/2022 21:14:53	C1
plate_02	02	SPL4	0.079	0.081	05/04/2022 21:14:53	D1
plate_02	02	SPL5	0.079	0.081	05/04/2022 21:14:53	E1
plate_02	02	SPL6	0.080	0.081	05/04/2022 21:14:53	F1
plate_02	02	SPL7	0.084	0.085	05/04/2022 21:14:53	G1
plate_02	02	SPL8	0.083	0.082	05/04/2022 21:14:53	H1
plate_02	02	SPL9	0.083	0.084	05/04/2022 21:14:53	A2
plate_02	02	SPL10	0.201	0.163	05/04/2022 21:14:53	B2
plate_02	02	SPL11	0.143	0.127	05/04/2022 21:14:53	C2
plate_02	02	SPL12	0.118	0.106	05/04/2022 21:14:53	D2
plate_02	02	SPL13	0.344	0.265	05/04/2022 21:14:53	E2
plate_02	02	SPL14	0.125	0.116	05/04/2022 21:14:53	F2
plate_02	02	SPL15	0.337	0.245	05/04/2022 21:14:53	G2
plate_02	02	SPL16	0.081	0.082	05/04/2022 21:14:53	H2
plate_02	02	SPL17	0.080	0.082	05/04/2022 21:14:53	A3
plate_02	02	SPL18	0.115	0.105	05/04/2022 21:14:53	B3
plate_02	02	SPL19	0.094	0.097	05/04/2022 21:14:53	C3
plate_02	02	SPL20	0.098	0.092	05/04/2022 21:14:53	D3
plate_02	02	SPL21	0.121	0.101	05/04/2022 21:14:53	E3
plate_02	02	SPL22	0.108	0.101	05/04/2022 21:14:53	F3
plate_02	02	SPL23	0.116	0.102	05/04/2022 21:14:53	G3
plate_02	02	SPL24	0.081	0.082	05/04/2022 21:14:53	H3
plate_02	02	SPL25	0.082	0.083	05/04/2022 21:14:53	A4
plate_02	02	SPL26	0.142	0.119	05/04/2022 21:14:53	B4
plate_02	02	SPL27	0.152	0.127	05/04/2022 21:14:53	C4
plate_02	02	SPL28	0.132	0.114	05/04/2022 21:14:53	D4
plate_02	02	SPL29	0.140	0.121	05/04/2022 21:14:53	E4
plate_02	02	SPL30	0.127	0.110	05/04/2022 21:14:53	F4
plate_02	02	SPL31	0.118	0.106	05/04/2022 21:14:53	G4
plate_02	02	SPL32	0.081	0.083	05/04/2022 21:14:53	H4
plate_02	02	SPL33	0.080	0.082	05/04/2022 21:14:53	A5
plate_02	02	SPL34	0.125	0.108	05/04/2022 21:14:53	B5
plate_02	02	SPL35	0.112	0.101	05/04/2022 21:14:53	C5
plate_02	02	SPL36	0.127	0.108	05/04/2022 21:14:53	D5
plate_02	02	SPL37	0.147	0.124	05/04/2022 21:14:53	E5
plate_02	02	SPL38	0.132	0.108	05/04/2022 21:14:53	F5
plate_02	02	SPL39	0.106	0.099	05/04/2022 21:14:53	G5
plate_02	02	SPL40	0.084	0.084	05/04/2022 21:14:53	H5
plate_02	02	SPL41	0.080	0.081	05/04/2022 21:14:53	A6
plate_02	02	SPL42	0.228	0.179	05/04/2022 21:14:53	B6
plate_02	02	SPL43	0.209	0.174	05/04/2022 21:14:53	C6
plate_02	02	SPL44	0.151	0.136	05/04/2022 21:14:53	D6
plate_02	02	SPL45	0.159	0.129	05/04/2022 21:14:53	E6
plate_02	02	SPL46	0.144	0.121	05/04/2022 21:14:53	F6
plate_02	02	SPL47	0.135	0.118	05/04/2022 21:14:53	G6
plate_02	02	SPL48	0.083	0.084	05/04/2022 21:14:53	H6
plate_02	02	SPL49	0.080	0.081	05/04/2022 21:14:53	A7
plate_02	02	SPL50	0.117	0.112	05/04/2022 21:14:53	B7
plate_02	02	SPL51	0.098	0.095	05/04/2022 21:14:53	C7
plate_02	02	SPL52	0.090	0.089	05/04/2022 21:14:53	D7
plate_02	02	SPL53	0.148	0.123	05/04/2022 21:14:53	E7
plate_02	02	SPL54	0.122	0.105	05/04/2022 21:14:53	F7
plate_02	02	SPL55	0.126	0.110	05/04/2022 21:14:53	G7
plate_02	02	SPL56	0.083	0.083	05/04/2022 21:14:53	H7
plate_02	02	SPL57	0.079	0.080	05/04/2022 21:14:53	A8
plate_02	02	SPL58	0.131	0.113	05/04/2022 21:14:53	B8
plate_02	02	SPL59	0.119	0.104	05/04/2022 21:14:53	C8
plate_02	02	SPL60	0.116	0.106	05/04/2022 21:14:53	D8
plate_02	02	SPL61	0.207	0.160	05/04/2022 21:14:53	E8
plate_02	02	SPL62	0.145	0.123	05/04/2022 21:14:53	F8
plate_02	02	SPL63	0.125	0.112	05/04/2022 21:14:53	G8
plate_02	02	SPL64	0.083	0.084	05/04/2022 21:14:53	H8
plate_02	02	SPL65	0.080	0.081	05/04/2022 21:14:53	A9
plate_02	02	SPL66	0.094	0.091	05/04/2022 21:14:53	B9
plate_02	02	SPL67	0.103	0.096	05/04/2022 21:14:53	C9
plate_02	02	SPL68	0.102	0.096	05/04/2022 21:14:53	D9
plate_02	02	SPL69	0.160	0.143	05/04/2022 21:14:53	E9
plate_02	02	SPL70	0.125	0.109	05/04/2022 21:14:53	F9
plate_02	02	SPL71	0.110	0.100	05/04/2022 21:14:53	G9
plate_02	02	SPL72	0.083	0.084	05/04/2022 21:14:53	H9
plate_02	02	SPL73	0.081	0.083	05/04/2022 21:14:53	A10
plate_02	02	SPL74	0.141	0.126	05/04/2022 21:14:53	B10
plate_02	02	SPL75	0.139	0.128	05/04/2022 21:14:53	C10
plate_02	02	SPL76	0.100	0.090	05/04/2022 21:14:53	D10
plate_02	02	SPL77	0.148	0.143	05/04/2022 21:14:53	E10
plate_02	02	SPL78	0.129	0.115	05/04/2022 21:14:53	F10
plate_02	02	SPL79	0.121	0.105	05/04/2022 21:14:53	G10
plate_02	02	SPL80	0.083	0.084	05/04/2022 21:14:53	H10
plate_02	02	SPL81	0.081	0.082	05/04/2022 21:14:53	A11
plate_02	02	SPL82	0.113	0.102	05/04/2022 21:14:53	B11
plate_02	02	SPL83	0.094	0.091	05/04/2022 21:14:53	C11
plate_02	02	SPL84	0.090	0.088	05/04/2022 21:14:53	D11
plate_02	02	SPL85	0.122	0.107	05/04/2022 21:14:53	E11
plate_02	02	SPL86	0.118	0.105	05/04/2022 21:14:53	F11
plate_02	02	SPL87	0.130	0.112	05/04/2022 21:14:53	G11
plate_02	02	SPL88	0.081	0.081	05/04/2022 21:14:53	H11
plate_02	02	SPL89	0.079	0.080	05/04/2022 21:14:53	A12
plate_02	02	SPL90	0.081	0.083	05/04/2022 21:14:53	B12
plate_02	02	SPL91	0.080	0.082	05/04/2022 21:14:53	C12
plate_02	02	SPL92	0.080	0.081	05/04/2022 21:14:53	D12
plate_02	02	SPL93	0.079	0.081	05/04/2022 21:14:53	E12
plate_02	02	SPL94	0.081	0.081	05/04/2022 21:14:53	F12
plate_02	02	SPL95	0.083	0.085	05/04/2022 21:14:53	G12
plate_02	02	SPL96	0.080	0.081	05/04/2022 21:14:53	H12

Plate ID	Barcode	Well ID	Read 1:650	Read 2:750	Reading Date/Time	Well
plate_03	03	SPL1	0.082	0.083	05/04/2022 21:15:53	A1
plate_03	03	SPL2	0.079	0.081	05/04/2022 21:15:53	B1
plate_03	03	SPL3	0.080	0.082	05/04/2022 21:15:53	C1
plate_03	03	SPL4	0.084	0.085	05/04/2022 21:15:53	D1
plate_03	03	SPL5	0.083	0.084	05/04/2022 21:15:53	E1
plate_03	03	SPL6	0.083	0.085	05/04/2022 21:15:53	F1
plate_03	03	SPL7	0.082	0.084	05/04/2022 21:15:53	G1
plate_03	03	SPL8	0.082	0.083	05/04/2022 21:15:53	H1
plate_03	03	SPL9	0.079	0.080	05/04/2022 21:15:53	A2
