Plate ID	Barcode	Well ID	Read 1:650	Read 2:750	Reading Date/Time	Well
plate_06	06	SPL1	0.078	0.080	05/04/2022 10:55:30	A1
plate_06	06	SPL2	0.087	0.089	05/04/2022 10:55:30	B1
plate_06	06	SPL3	0.083	0.085	05/04/2022 10:55:30	C1
plate_06	06	SPL4	0.082	0.084	05/04/2022 10:55:30	D1
plate_06	06	SPL5	0.081	0.083	05/04/2022 10:55:30	E1
plate_06	06	SPL6	0.080	0.082	05/04/2022 10:55:30	F1
plate_06	06	SPL7	0.081	0.083	05/04/2022 10:55:30	G1
plate_06	06	SPL8	0.086	0.087	05/04/2022 10:55:30	H1
plate_06	06	SPL9	0.079	0.081	05/04/2022 10:55:30	A2
plate_06	06	SPL10	0.106	0.098	05/04/2022 10:55:30	B2
plate_06	06	SPL11	0.111	0.102	05/04/2022 10:55:30	C2
plate_06	06	SPL12	0.110	0.100	05/04/2022 10:55:30	D2
plate_06	06	SPL13	0.107	0.100	05/04/2022 10:55:30	E2
plate_06	06	SPL14	0.098	0.093	05/04/2022 10:55:30	F2
plate_06	06	SPL15	0.105	0.099	05/04/2022 10:55:30	G2
plate_06	06	SPL16	0.081	0.083	05/04/2022 10:55:30	H2
plate_06	06	SPL17	0.081	0.082	05/04/2022 10:55:30	A3
plate_06	06	SPL18	0.092	0.090	05/04/2022 10:55:30	B3
plate_06	06	SPL19	0.098	0.096	05/04/2022 10:55:30	C3
plate_06	06	SPL20	0.090	0.089	05/04/2022 10:55:30	D3
plate_06	06	SPL21	0.089	0.089	05/04/2022 10:55:30	E3
plate_06	06	SPL22	0.085	0.086	05/04/2022 10:55:30	F3
plate_06	06	SPL23	0.082	0.084	05/04/2022 10:55:30	G3
plate_06	06	SPL24	0.082	0.083	05/04/2022 10:55:30	H3
plate_06	06	SPL25	0.084	0.085	05/04/2022 10:55:30	A4
plate_06	06	SPL26	0.108	0.098	05/04/2022 10:55:30	B4
plate_06	06	SPL27	0.108	0.100	05/04/2022 10:55:30	C4
plate_06	06	SPL28	0.107	0.099	05/04/2022 10:55:30	D4
plate_06	06	SPL29	0.103	0.097	05/04/2022 10:55:30	E4
plate_06	06	SPL30	0.102	0.096	05/04/2022 10:55:30	F4
plate_06	06	SPL31	0.124	0.112	05/04/2022 10:55:30	G4
plate_06	06	SPL32	0.082	0.083	05/04/2022 10:55:30	H4
plate_06	06	SPL33	0.081	0.082	05/04/2022 10:55:30	A5
plate_06	06	SPL34	0.089	0.088	05/04/2022 10:55:30	B5
plate_06	06	SPL35	0.089	0.089	05/04/2022 10:55:30	C5
plate_06	06	SPL36	0.089	0.089	05/04/2022 10:55:30	D5
plate_06	06	SPL37	0.087	0.087	05/04/2022 10:55:30	E5
plate_06	06	SPL38	0.087	0.087	05/04/2022 10:55:30	F5
plate_06	06	SPL39	0.089	0.089	05/04/2022 10:55:30	G5
plate_06	06	SPL40	0.081	0.082	05/04/2022 10:55:30	H5
plate_06	06	SPL41	0.083	0.084	05/04/2022 10:55:30	A6
plate_06	06	SPL42	0.103	0.096	05/04/2022 10:55:30	B6
plate_06	06	SPL43	0.105	0.097	05/04/2022 10:55:30	C6
plate_06	06	SPL44	0.109	0.100	05/04/2022 10:55:30	D6
plate_06	06	SPL45	0.099	0.094	05/04/2022 10:55:30	E6
plate_06	06	SPL46	0.099	0.093	05/04/2022 10:55:30	F6
plate_06	06	SPL47	0.099	0.096	05/04/2022 10:55:30	G6
plate_06	06	SPL48	0.081	0.082	05/04/2022 10:55:30	H6
plate_06	06	SPL49	0.082	0.084	05/04/2022 10:55:30	A7
plate_06	06	SPL50	0.089	0.089	05/04/2022 10:55:30	B7
plate_06	06	SPL51	0.086	0.087	05/04/2022 10:55:30	C7
plate_06	06	SPL52	0.090	0.089	05/04/2022 10:55:30	D7
plate_06	06	SPL53	0.085	0.085	05/04/2022 10:55:30	E7
plate_06	06	SPL54	0.087	0.087	05/04/2022 10:55:30	F7
plate_06	06	SPL55	0.091	0.090	05/04/2022 10:55:30	G7
plate_06	06	SPL56	0.081	0.082	05/04/2022 10:55:30	H7
plate_06	06	SPL57	0.081	0.083	05/04/2022 10:55:30	A8
plate_06	06	SPL58	0.101	0.095	05/04/2022 10:55:30	B8
plate_06	06	SPL59	0.101	0.095	05/04/2022 10:55:30	C8
plate_06	06	SPL60	0.103	0.097	05/04/2022 10:55:30	D8
plate_06	06	SPL61	0.097	0.092	05/04/2022 10:55:30	E8
plate_06	06	SPL62	0.097	0.094	05/04/2022 10:55:30	F8
plate_06	06	SPL63	0.081	0.083	05/04/2022 10:55:30	G8
plate_06	06	SPL64	0.083	0.085	05/04/2022 10:55:30	H8
plate_06	06	SPL65	0.081	0.083	05/04/2022 10:55:30	A9
plate_06	06	SPL66	0.088	0.088	05/04/2022 10:55:30	B9
plate_06	06	SPL67	0.090	0.090	05/04/2022 10:55:30	C9
